,home/away,day/night,toss,batted first,win
488,1,1,0,1,0
489,1,1,0,1,0
490,1,1,0,1,0
491,1,0,0,0,0
492,1,0,0,0,0
493,1,1,0,1,1
494,1,1,0,1,0
495,1,0,0,0,0
496,1,1,0,1,0
497,1,1,1,0,0
498,1,1,1,0,0
499,1,1,1,1,0
500,1,0,0,0,0
501,1,0,0,0,0
502,1,0,1,1,0
503,1,1,1,0,1
504,1,0,1,1,1
505,1,0,1,1,1
506,1,0,1,1,1
507,1,0,1,1,1
508,1,0,1,0,0
509,1,1,1,1,1
510,1,1,1,0,1
511,1,0,1,1,1
512,1,0,1,1,1
513,1,1,1,0,1
514,1,1,1,0,0
515,1,1,1,1,1
516,1,1,1,0,1
517,1,1,1,0,1
518,1,1,1,0,1
519,1,1,1,1,0
520,1,0,1,0,1
521,1,1,1,0,1
522,1,1,0,1,0
523,1,0,1,1,1
524,1,1,1,0,1
525,1,0,1,0,1
526,1,1,0,1,0
527,1,0,1,1,1
528,1,1,1,0,1
529,1,1,1,1,0
530,1,1,1,0,0
531,1,0,1,1,1
532,1,1,1,1,0
533,1,1,1,0,1
534,1,0,1,0,1
535,1,0,0,0,1
536,1,0,1,1,0
537,1,0,1,0,0
538,1,0,1,1,0
539,1,1,1,0,0
540,1,0,1,1,1
541,1,1,0,1,1
542,1,0,1,1,0
543,1,0,1,0,0
544,1,1,1,1,1
545,1,1,1,0,0
546,1,1,1,0,0
547,1,1,1,0,1
548,1,1,1,0,1
549,1,1,1,0,1
550,1,1,1,1,1
551,1,0,1,0,1
552,1,1,0,1,1
553,1,0,0,0,1
554,1,0,0,0,1
555,1,0,0,0,0
556,1,1,0,1,1
557,1,1,1,1,0
558,1,1,0,1,1
559,1,1,1,0,1
560,1,1,0,1,0
561,1,0,0,0,1
562,1,0,0,0,0
563,1,0,0,0,1
564,1,0,0,0,1
565,1,0,1,0,0
566,1,0,0,0,1
567,1,1,1,0,1
568,1,0,1,1,1
569,1,1,0,1,1
570,1,1,1,1,0
571,1,1,1,1,0
572,1,0,1,0,1
573,1,1,1,1,1
574,1,1,1,1,1
575,1,0,1,0,1
576,1,1,0,1,1
577,1,1,0,1,0
578,1,0,1,0,0
579,1,1,0,1,1
580,1,0,1,1,0
581,1,0,0,0,0
582,1,1,0,0,1
583,1,1,0,1,0
584,1,0,0,0,1
585,1,0,0,0,1
586,1,0,0,0,0
587,1,1,0,1,0
588,1,0,0,0,0
589,1,0,1,1,1
590,1,1,0,0,1
591,1,1,0,1,0
592,1,1,1,0,0
593,1,0,0,1,1
594,1,1,0,1,0
595,1,0,1,1,0
596,1,0,1,0,1
597,1,1,1,1,0
598,1,0,1,0,0
599,1,1,1,1,0
600,1,0,1,1,1
601,1,0,1,1,1
602,1,1,1,0,0
603,1,1,1,0,0
604,1,1,1,0,0
605,1,0,1,1,1
606,1,1,1,0,0
607,1,1,1,1,1
608,1,0,1,1,1
609,1,1,1,1,1
610,1,1,1,0,1
611,1,1,1,0,0
612,1,1,1,0,0
613,1,1,1,1,1
614,1,1,1,0,1
615,1,1,1,0,1
616,1,1,1,0,0
617,1,1,1,0,1
618,1,0,0,1,1
619,1,1,0,1,1
620,1,0,1,0,1
621,1,0,1,0,0
622,1,1,1,0,1
623,1,0,1,1,0
624,1,1,1,1,1
625,1,0,1,1,1
626,1,1,1,0,1
627,1,0,0,1,0
628,1,1,1,0,1
629,1,1,1,1,1
630,1,1,1,0,1
631,1,0,1,0,0
632,1,0,0,1,1
633,1,1,0,0,0
634,1,1,0,0,1
635,1,0,1,1,0
636,1,0,0,0,0
637,1,1,0,1,1
638,1,1,0,1,1
639,1,0,0,0,1
640,1,1,0,1,1
641,1,1,1,0,0
642,1,1,1,0,1
643,1,0,1,0,0
644,1,1,1,0,0
645,1,0,1,1,1
646,1,1,1,0,0
647,1,1,1,0,0
648,1,1,0,1,0
649,1,0,0,1,0
650,1,0,0,0,0
651,1,0,0,0,1
652,1,1,0,1,0
653,1,1,0,1,0
654,1,0,0,0,0
655,1,1,0,0,1
656,1,1,0,1,1
657,1,1,0,0,1
658,1,0,1,1,0
659,1,1,0,1,0
660,1,0,0,1,1
661,1,0,0,0,0
662,1,0,0,0,1
663,1,1,0,1,0
664,1,1,0,1,0
665,1,1,0,0,0
666,1,1,0,1,0
667,1,1,1,0,1
668,1,0,1,0,1
669,1,0,1,0,1
670,1,0,1,0,0
671,1,0,1,1,1
672,1,0,0,1,0
673,1,0,0,1,0
674,1,1,0,1,0
675,1,1,1,0,0
676,1,0,1,0,0
677,1,1,1,0,0
678,1,0,1,1,0
679,1,0,0,0,1
680,1,1,0,1,0
681,1,0,1,0,0
682,1,1,0,1,0
683,1,0,1,1,0
684,1,0,0,0,1
685,1,1,1,0,0
686,1,0,0,0,0
687,1,0,1,1,0
688,1,1,0,1,1
689,1,0,1,1,0
690,1,1,1,1,1
691,1,0,1,0,0
692,1,0,1,0,1
693,1,1,1,0,1
694,1,1,1,0,0
695,1,0,1,1,1
696,1,0,1,1,1
697,1,1,1,0,1
698,1,1,1,0,0
699,1,1,1,0,1
700,1,1,0,0,0
701,1,1,1,0,1
702,1,0,1,1,1
703,1,1,1,0,1
704,1,1,1,0,0
705,1,0,1,1,0
706,1,1,1,0,0
707,1,0,0,0,0
708,1,0,0,0,0
709,1,1,1,0,1
710,1,0,1,1,0
711,1,0,0,0,0
712,1,0,1,1,1
713,1,0,1,1,1
714,1,0,1,1,0
715,1,1,1,0,0
716,1,1,1,0,0
717,1,0,0,0,1
718,1,0,0,0,1
719,1,1,0,1,0
720,1,0,0,0,1
721,1,1,0,1,1
722,1,1,0,1,0
723,1,1,0,1,0
724,1,0,0,0,0
725,1,0,1,1,1
726,1,1,0,1,0
727,1,0,1,0,0
728,1,0,1,1,1
729,1,0,0,0,0
730,1,0,0,0,1
731,1,1,0,1,1
732,1,1,0,1,0
733,1,1,1,0,0
734,1,0,1,1,0
735,1,1,1,0,0
736,1,0,1,1,0
737,1,0,1,0,0
738,1,1,1,0,0
739,1,1,1,0,0
740,1,1,1,0,0
741,1,1,1,1,1
742,1,1,1,0,1
743,1,1,1,1,0
744,1,1,1,1,0
745,1,0,1,0,1
746,1,1,1,1,0
747,1,1,1,1,1
748,1,1,1,0,1
749,1,0,1,0,1
750,1,1,1,0,1
751,1,0,1,1,0
752,1,1,1,1,1
753,1,0,1,1,1
754,1,0,1,1,1
755,1,1,1,1,0
756,1,0,1,1,0
757,1,1,1,0,1
758,1,0,1,1,0
759,1,0,1,1,1
760,1,0,1,1,1
761,1,0,1,1,1
762,1,0,1,1,1
763,1,0,1,1,0
764,1,0,1,1,1
765,1,0,1,1,1
766,1,0,1,0,1
767,1,0,1,0,1
768,1,1,1,0,1
769,1,1,1,1,1
770,1,1,1,0,1
771,1,0,1,0,1
772,1,1,1,1,1
773,1,1,1,0,1
774,1,0,1,0,0
775,1,1,1,0,1
776,1,1,1,0,1
777,1,1,1,0,1
778,1,0,1,1,0
779,1,0,1,1,1
